year,respondentid,agency,rssd_id
1995,20454,1,605133
1995,20460,1,476632
1995,20468,1,399106
1995,20472,1,214067
1995,20473,1,619064
1995,20484,1,455365
1995,20506,1,13354
1995,20513,1,374457
1995,20548,1,493750
1995,20573,1,704559
1995,20579,1,937357
1995,20612,1,839134
1995,20613,1,321536
1995,20625,1,231532
1995,20668,1,821531
1995,20862,1,962966
1995,20862,1,962966
1995,20880,1,139852
1995,20897,1,952556
1995,20903,1,538352
1995,20921,1,77459
1995,20923,1,145835
1995,20939,1,948942
1995,20942,1,764834
1995,20948,1,918918
1995,20967,1,662453
1995,20976,1,82033
1995,20980,1,614854
1995,20986,1,98539
1995,20993,1,1162017
1995,21008,1,853251
1995,21017,1,189352
1995,21029,1,62352
1995,21032,1,496630
1995,21037,1,698322
1995,21041,1,483537
1995,21058,1,680233
1995,21059,1,504450
1995,21060,1,852973
1995,21061,1,233639
1995,21071,1,708052
1995,21085,1,309936
1995,21118,1,910314
1995,21119,1,1004519
1995,21121,1,96254
1995,21161,1,390532
1995,21162,1,316738
1995,21179,1,900454
1995,21183,1,519221
1995,21206,1,308443
1995,21213,1,1469211
1995,21218,1,621423
1995,21258,1,728854
1995,21277,1,1157255
1995,21289,1,168245
1995,21296,1,925756
1995,21312,1,47425
1995,21313,1,364823
1995,21319,1,1000511
1995,21357,1,27267
1995,21383,1,1004368
1995,21390,1,1165531
1995,21411,1,744434
1995,21418,1,854137
1995,21429,1,916053
1995,21446,1,661867
1995,21449,1,1186853
1995,21473,1,88035
1995,21484,1,1167393
1995,21489,1,1190654
1995,21490,1,1159875
1995,21508,1,1165559
1995,21516,1,95725
1995,21519,1,1163171
1995,21529,1,1162576
1995,21530,1,1211371
1995,21537,1,1160808
1995,21538,1,371054
1995,21539,1,870454
1995,21541,1,556860
1995,21542,1,1211362
1995,21549,1,1213254
1995,21591,1,1221530
1995,21599,1,440521
1995,21603,1,1390324
1995,21613,1,1357701
1995,21618,1,1225743
1995,21643,1,1359590
1995,21644,1,1217494
1995,21652,1,1356124
1995,21660,1,1445121
1995,21664,1,1216303
1995,21676,1,1216974
1995,21684,1,626446
1995,21699,1,1412712
1995,21715,1,1221558
1995,21717,1,602356
1995,21723,1,303345
1995,21727,1,823357
1995,21730,1,1402638
1995,21734,1,1211429
1995,21765,1,1404856
1995,21778,1,1386242
1995,21790,1,1443912
1995,21793,1,944355
1995,21805,1,1438712
1995,21830,1,1401529
1995,21834,1,1213683
1995,21836,1,1407530
1995,21839,1,1396616
1995,21839,1,1396616
1995,21842,1,1407512
1995,21857,1,1367858
1995,21859,1,1371127
1995,21863,1,9115
1995,21875,1,1367830
1995,21889,1,1216125
1995,21907,1,1395365
1995,21911,1,1401622
1995,21912,1,2352507
1995,21917,1,568742
1995,21934,1,1418938
1995,21963,1,1408069
1995,21968,1,1855506
1995,21969,1,1371239
1995,21972,1,1438217
1995,21982,1,1416082
1995,21983,1,1819562
1995,21990,1,1213768
1995,21992,1,1820894
1995,21994,1,1445000
1995,22008,1,1444580
1995,22015,1,635859
1995,22031,1,1445822
1995,22033,1,1445019
1995,22034,1,1459191
1995,22042,1,1863275
1995,22046,1,1457469
1995,22078,1,1459593
1995,22104,1,1460290
1995,22107,1,558172
1995,22112,1,1492152
1995,22124,1,1921018
1995,22130,1,1867602
1995,22135,1,1842195
1995,22152,1,1466489
1995,22217,1,1188147
1995,22233,1,1836701
1995,22236,1,1866762
1995,22236,1,1866762
1995,22241,1,1229198
1995,22246,1,1445943
1995,22274,1,1451739
1995,22278,1,1468616
1995,22285,1,177041
1995,22311,1,1929247
1995,22324,1,1934876
1995,22332,1,1466078
1995,22352,1,1474224
1995,22390,1,469223
1995,22394,1,1856099
1995,22398,1,1856231
1995,22405,1,1845413
1995,22409,1,1833090
1995,22413,1,1853856
1995,22413,1,1853856
1995,22419,1,126946
1995,22424,1,1948024
1995,22429,1,1858507
1995,22435,1,762308
1995,22439,1,1928754
1995,22469,1,690773
1995,22494,1,1901458
1995,22511,1,2012687
1995,22518,1,1418433
1995,22520,1,293370
1995,22522,1,404747
1995,22530,1,1216282
1995,22531,1,1216273
1995,22553,1,2051127
1995,22559,1,2237462
1995,22566,1,626848
1995,22567,1,116237
1995,22582,1,496827
1995,22623,1,140876
1995,22629,1,2017235
1995,22636,1,985134
1995,22644,1,2033123
1995,22649,1,943732
1995,22650,1,1998896
1995,22652,1,2132941
1995,22663,1,172569
1995,22667,1,967626
1995,22681,1,873240
1995,22686,1,562870
1995,22693,1,747109
1995,22721,1,2203355
1995,22722,1,819976
1995,22723,1,2256520
1995,22727,1,448273
1995,22758,1,1432578
1995,22759,1,538455
1995,22760,1,2044316
1995,22761,1,9870
1995,22765,1,775214
1995,22766,1,621852
1995,22774,1,1192322
1995,22777,1,2198938
1995,22792,1,1005262
1995,22798,1,2329497
1995,22831,1,945259
1995,22832,1,1864227
1995,22836,1,241876
1995,22839,1,101671
1995,22844,1,620211
1995,22850,1,536527
1995,22864,1,625654
1995,22928,1,132219
1995,22940,1,1003642
1995,22945,1,685425
1995,22967,1,187750
1995,22977,1,170109
1995,23001,1,203940
1995,23006,1,1462986
1995,23006,1,1462986
1995,23034,1,1882070
1995,80007,1,213015
1995,80028,1,908508
1995,80061,1,64217
1995,80069,1,248017
1995,80071,1,158714
1995,80078,1,590501
1995,,1,105334
1995,,1,17240
1995,,1,936855
1995,,1,817824
1995,,1,764834
1995,,1,817833
1995,,1,764834
1995,,1,817833
1995,,1,339858
1995,,1,400637
1995,,1,280110
1995,,1,236667
1995,,1,537560
1995,,1,817833
1995,,1,485559
1995,,1,817833
1995,,1,852218
1995,,1,270036
1995,,1,747752
1995,,1,288125
1995,,1,970242
1995,,1,688079
1995,,1,951447
1995,,1,339858
1995,,1,602356
1995,,1,485559
1995,,1,35459
1995,,1,934329
1995,,1,817833
1995,,1,598534
1995,,1,764834
1995,,1,971801
1995,,1,42541
1995,,1,557858
1995,,1,34537
1995,,1,1213683
1995,,1,373861
1995,,1,463061
1995,,1,472764
1995,,1,173333
1995,,1,73031
1995,,1,747109
1995,,1,735405
1995,,1,386526
1995,,1,66921
1995,,1,51972
1995,,1,25759
1995,,1,298816
1995,,1,934329
1995,,1,670234
1995,,1,764834
1995,,1,942838
1995,,1,872159
1995,,1,193304
1995,,1,485559
1995,,1,395836
1995,,1,817833
1995,,1,68569
1995,,1,764834
1995,,1,817833
1995,,1,66855
1995,,1,350152
1995,,1,513238
1995,,1,995151
1995,,1,951447
1995,,1,76201
1995,,1,423355
1995,,1,748601
1995,,1,68569
1995,,1,350152
1995,,1,12311
1995,,1,764834
1995,532,2,532
1995,2648,2,2648
1995,3506,2,3506
1995,4053,2,4053
1995,6365,2,6365
1995,6365,2,6365
1995,6954,2,6954
1995,13055,2,13055
1995,15536,2,15536
1995,16748,2,16748
1995,17110,2,17110
1995,18144,2,18144
1995,22057,2,22057
1995,26523,2,26523
1995,27614,2,27614
1995,31358,2,31358
1995,31648,2,31648
1995,33558,2,33558
1995,34153,2,34153
1995,37743,2,37743
1995,38526,2,38526
1995,40042,2,40042
1995,40145,2,40145
1995,41245,2,41245
1995,43324,2,43324
1995,47377,2,47377
1995,47920,2,47920
1995,48730,2,48730
1995,49737,2,49737
1995,57620,2,57620
1995,60143,2,60143
1995,61645,2,61645
1995,65559,2,65559
1995,66015,2,66015
1995,66538,2,66538
1995,68336,2,68336
1995,68840,2,68840
1995,75633,2,75633
1995,80703,2,80703
1995,83450,2,83450
1995,87047,2,87047
1995,89537,2,89537
1995,90627,2,90627
1995,91866,2,91866
1995,92162,2,92162
1995,99228,2,99228
1995,102016,2,102016
1995,108522,2,108522
1995,111036,2,111036
1995,113012,2,113012
1995,123664,2,123664
1995,126553,2,126553
1995,128333,2,128333
1995,131258,2,131258
1995,133551,2,133551
1995,137830,2,137830
1995,138510,2,138510
1995,139843,2,139843
1995,144829,2,144829
1995,147138,2,147138
1995,151818,2,151818
1995,153054,2,153054
1995,153924,2,153924
1995,154257,2,154257
1995,157650,2,157650
1995,160360,2,160360
1995,161415,2,161415
1995,161527,2,161527
1995,161965,2,161965
1995,162935,2,162935
1995,163923,2,163923
1995,165570,2,165570
1995,169653,2,169653
1995,171937,2,171937
1995,172457,2,172457
1995,173454,2,173454
1995,174107,2,174107
1995,175609,2,175609
1995,176101,2,176101
1995,176464,2,176464
1995,177265,2,177265
1995,177274,2,177274
1995,177751,2,177751
1995,178020,2,178020
1995,180032,2,180032
1995,181637,2,181637
1995,183154,2,183154
1995,184142,2,184142
1995,184834,2,184834
1995,185859,2,185859
1995,188551,2,188551
1995,188720,2,188720
1995,190639,2,190639
1995,203856,2,203856
1995,207872,2,207872
1995,208329,2,208329
1995,209139,2,209139
1995,210434,2,210434
1995,210911,2,210911
1995,212522,2,212522
1995,214722,2,214722
1995,214807,2,214807
1995,216379,2,216379
1995,216726,2,216726
1995,216735,2,216735
1995,216829,2,216829
1995,222147,2,222147
1995,222268,2,222268
1995,223322,2,223322
1995,223751,2,223751
1995,225728,2,225728
1995,227964,2,227964
1995,235222,2,235222
1995,236706,2,236706
1995,236706,2,236706
1995,236751,2,236751
1995,237936,2,237936
1995,245333,2,245333
1995,246433,2,246433
1995,246648,2,246648
1995,246732,2,246732
1995,255659,2,255659
1995,256553,2,256553
1995,259657,2,259657
1995,262349,2,262349
1995,264277,2,264277
1995,264277,2,264277
1995,264941,2,264941
1995,268846,2,268846
1995,272469,2,272469
1995,275509,2,275509
1995,279338,2,279338
1995,279431,2,279431
1995,282141,2,282141
1995,283054,2,283054
1995,284154,2,284154
1995,287034,2,287034
1995,287904,2,287904
1995,290155,2,290155
1995,293549,2,293549
1995,293558,2,293558
1995,295833,2,295833
1995,296335,2,296335
1995,297042,2,297042
1995,297734,2,297734
1995,304034,2,304034
1995,306739,2,306739
1995,309150,2,309150
1995,311528,2,311528
1995,312244,2,312244
1995,318835,2,318835
1995,324340,2,324340
1995,326652,2,326652
1995,330659,2,330659
1995,331647,2,331647
1995,332028,2,332028
1995,334152,2,334152
1995,335056,2,335056
1995,335056,2,335056
1995,336361,2,336361
1995,339401,2,339401
1995,342410,2,342410
1995,343341,2,343341
1995,352857,2,352857
1995,353023,2,353023
1995,353238,2,353238
1995,353359,2,353359
1995,355577,2,355577
1995,355821,2,355821
1995,356350,2,356350
1995,357263,2,357263
1995,357263,2,357263
1995,357740,2,357740
1995,359137,2,359137
1995,361934,2,361934
1995,363844,2,363844
1995,364720,2,364720
1995,365325,2,365325
1995,368522,2,368522
1995,382742,2,382742
1995,383516,2,383516
1995,390859,2,390859
1995,393337,2,393337
1995,393739,2,393739
1995,395331,2,395331
1995,395340,2,395340
1995,401335,2,401335
1995,403058,2,403058
1995,404569,2,404569
1995,408642,2,408642
1995,410823,2,410823
1995,412135,2,412135
1995,413208,2,413208
1995,414102,2,414102
1995,414232,2,414232
1995,416058,2,416058
1995,417626,2,417626
1995,420457,2,420457
1995,420831,2,420831
1995,421203,2,421203
1995,421717,2,421717
1995,421922,2,421922
1995,422330,2,422330
1995,422406,2,422406
1995,425135,2,425135
1995,427241,2,427241
1995,428547,2,428547
1995,428574,2,428574
1995,429535,2,429535
1995,430157,2,430157
1995,436823,2,436823
1995,437156,2,437156
1995,440352,2,440352
1995,448330,2,448330
1995,451424,2,451424
1995,457136,2,457136
1995,460024,2,460024
1995,465243,2,465243
1995,466736,2,466736
1995,468954,2,468954
1995,468954,2,468954
1995,469849,2,469849
1995,473266,2,473266
1995,475215,2,475215
1995,475774,2,475774
1995,477947,2,477947
1995,478766,2,478766
1995,483425,2,483425
1995,491569,2,491569
1995,496171,2,496171
1995,499613,2,499613
1995,501105,2,501105
1995,501141,2,501141
1995,502362,2,502362
1995,504076,2,2479691
1995,504311,2,504311
1995,506557,2,506557
1995,506744,2,506744
1995,509512,2,509512
1995,510460,2,510460
1995,511739,2,511739
1995,516042,2,516042
1995,517423,2,517423
1995,519548,2,519548
1995,523563,2,523563
1995,528568,2,528568
1995,529958,2,529958
1995,533227,2,533227
1995,539032,2,539032
1995,539340,2,539340
1995,539733,2,539733
1995,541101,2,541101
1995,542649,2,542649
1995,542854,2,542854
1995,543637,2,543637
1995,548333,2,548333
1995,548735,2,548735
1995,549826,2,549826
1995,551137,2,551137
1995,551315,2,551315
1995,554147,2,554147
1995,566449,2,566449
1995,566841,2,566841
1995,567231,2,567231
1995,568117,2,568117
1995,571443,2,571443
1995,574529,2,574529
1995,575311,2,575311
1995,576710,2,576710
1995,576952,2,576952
1995,579654,2,579654
1995,581116,2,581116
1995,585543,2,585543
1995,587426,2,587426
1995,590949,2,590949
1995,596848,2,596848
1995,598422,2,598422
1995,600222,2,600222
1995,604024,2,604024
1995,605151,2,605151
1995,605469,2,605469
1995,605469,2,605469
1995,612618,2,612618
1995,612720,2,612720
1995,614313,2,614313
1995,614340,2,614340
1995,615329,2,615329
1995,618423,2,618423
1995,624826,2,624826
1995,627630,2,627630
1995,628721,2,628721
1995,629223,2,629223
1995,630555,2,630555
1995,630948,2,630948
1995,633640,2,633640
1995,634245,2,634245
1995,643340,2,643340
1995,645317,2,645317
1995,645625,2,645625
1995,647656,2,647656
1995,648831,2,648831
1995,650843,2,650843
1995,653433,2,653433
1995,657459,2,657459
1995,658924,2,658924
1995,659855,2,659855
1995,660767,2,660767
1995,661652,2,661652
1995,663058,2,663058
1995,664336,2,664336
1995,667159,2,667159
1995,667252,2,667252
1995,667524,2,667524
1995,669667,2,669667
1995,672818,2,672818
1995,674513,2,674513
1995,675332,2,675332
1995,679125,2,679125
1995,679152,2,679152
1995,679826,2,679826
1995,680130,2,680130
1995,680420,2,680420
1995,680457,2,680457
1995,680934,2,680934
1995,683029,2,1162101
1995,686132,2,686132
1995,691145,2,691145
1995,693224,2,693224
1995,695349,2,695349
1995,697455,2,697455
1995,697633,2,697633
1995,697763,2,697763
1995,698229,2,698229
1995,701437,2,701437
1995,701736,2,701736
1995,702322,2,702322
1995,703440,2,703440
1995,703534,2,703534
1995,704737,2,704737
1995,704737,2,704737
1995,706151,2,706151
1995,708463,2,708463
1995,708623,2,708623
1995,709479,2,709479
1995,711548,2,711548
1995,711865,2,711865
1995,714361,2,714361
1995,715359,2,715359
1995,717746,2,717746
1995,718341,2,718341
1995,722816,2,722816
1995,723112,2,723112
1995,723822,2,723822
1995,726953,2,726953
1995,728443,2,728443
1995,734613,2,734613
1995,736309,2,736309
1995,736943,2,736943
1995,742225,2,742225
1995,746429,2,746429
1995,747846,2,747846
1995,753324,2,753324
1995,753548,2,753548
1995,755346,2,755346
1995,763033,2,763033
1995,763556,2,763556
1995,765019,2,765019
1995,765578,2,651411
1995,767059,2,767059
1995,767143,2,767143
1995,768551,2,768551
1995,772745,2,772745
1995,773751,2,773751
1995,774730,2,774730
1995,776659,2,776659
1995,781028,2,781028
1995,783965,2,783965
1995,785062,2,785062
1995,786845,2,786845
1995,788924,2,788924
1995,789257,2,789257
1995,799957,2,799957
1995,801458,2,801458
1995,801458,2,801458
1995,808037,2,808037
1995,808260,2,808260
1995,809324,2,809324
1995,810236,2,810236
1995,811046,2,811046
1995,814533,2,814533
1995,817525,2,817525
1995,818250,2,818250
1995,820945,2,820945
1995,821120,2,821120
1995,824457,2,824457
1995,831727,2,831727
1995,832920,2,832920
1995,834531,2,834531
1995,838931,2,838931
1995,842143,2,842143
1995,842657,2,842657
1995,846619,2,846619
1995,850036,2,850036
1995,852218,2,852218
1995,853112,2,853112
1995,855929,2,855929
1995,856775,2,971801
1995,858126,2,858126
1995,858210,2,858210
1995,858528,2,858528
1995,859347,2,859347
1995,859655,2,859655
1995,863746,2,863746
1995,863858,2,863858
1995,868349,2,868349
1995,868376,2,868376
1995,871769,2,871769
1995,873334,2,873334
1995,876634,2,876634
1995,877967,2,877967
1995,878003,2,80703
1995,883360,2,883360
1995,884303,2,884303
1995,888758,2,888758
1995,889036,2,889036
1995,892849,2,892849
1995,896856,2,896856
1995,897545,2,897545
1995,899428,2,899428
1995,900137,2,900137
1995,906531,2,906531
1995,907837,2,907837
1995,909055,2,909055
1995,910042,2,910042
1995,910118,2,910118
1995,911825,2,911825
1995,912064,2,912064
1995,913856,2,913856
1995,913940,2,913940
1995,917667,2,917667
1995,917751,2,917751
1995,919241,2,919241
1995,921637,2,921637
1995,922111,2,922111
1995,926025,2,926025
1995,927947,2,927947
1995,930358,2,930358
1995,931636,2,931636
1995,932839,2,932839
1995,933425,2,933425
1995,933854,2,933854
1995,933975,2,933975
1995,933975,2,933975
1995,934114,2,934114
1995,937843,2,937843
1995,938653,2,938653
1995,938653,2,938653
1995,940311,2,940311
1995,940348,2,940348
1995,940825,2,940825
1995,940937,2,940937
1995,943518,2,943518
1995,943750,2,943750
1995,944412,2,944412
1995,945941,2,945941
1995,954569,2,954569
1995,957757,2,957757
1995,958615,2,958615
1995,959957,2,959957
1995,960542,2,960542
1995,960609,2,960609
1995,961156,2,961156
1995,962715,2,962715
1995,964362,2,964362
1995,968436,2,968436
1995,969424,2,969424
1995,970729,2,970729
1995,972237,2,972237
1995,973056,2,973056
1995,974567,2,974567
1995,975069,2,975069
1995,975069,2,975069
1995,976226,2,976226
1995,976749,2,976749
1995,978538,2,978538
1995,981257,2,981257
1995,981257,2,981257
1995,983448,2,983448
1995,990325,2,990325
1995,991135,2,991135
1995,991340,2,991340
1995,992169,2,992169
1995,995450,2,995450
1995,996242,2,996242
1995,999663,2,999663
1995,1000445,2,1000445
1995,1001853,2,1001853
1995,1003026,2,1003026
1995,1005730,2,1005730
1995,1007145,2,1007145
1995,1007314,2,1007314
1995,1013061,2,1013061
1995,1017528,2,1017528
1995,1017658,2,1017658
1995,1030563,2,693961
1995,1032147,2,413208
1995,1033582,2,541101
1995,1035401,2,1369263
1995,1035698,2,1369263
1995,1039463,2,64619
1995,1039650,2,852218
1995,1045660,2,476810
1995,1072004,2,679125
1995,1072022,2,679125
1995,1072189,2,460024
1995,1072246,2,47920
1995,1072479,2,208927
1995,1073560,2,484422
1995,1074398,2,392620
1995,1074736,2,256722
1995,1076806,2,182232
1995,1078583,2,697633
1995,1078613,2,245333
1995,1078967,2,680130
1995,1079692,2,838931
1995,1087389,2,983448
1995,1087660,2,917742
1995,1088359,2,913940
1995,1088890,2,130943
1995,1089141,2,331647
1995,1089534,2,60143
1995,1097267,2,225559
1995,1100167,2,859347
1995,1111006,2,88802
1995,1113822,2,735405
1995,1113840,2,971801
1995,1117660,2,102016
1995,1147331,2,601050
1995,1148824,2,151331
1995,1150443,2,923109
1995,1150498,2,214807
1995,1156388,2,1156388
1995,1156539,2,1156539
1995,1160545,2,1160545
1995,1160732,2,1160732
1995,1161029,2,1161029
1995,1161917,2,1161917
1995,1161980,2,1161980
1995,1162549,2,1162549
1995,1162558,2,1162558
1995,1162914,2,1162914
1995,1164431,2,1164431
1995,1165269,2,1165269
1995,1186947,2,1186947
1995,1187654,2,1187654
1995,1189975,2,1189975
1995,1190074,2,1190074
1995,1190412,2,1190412
1995,1191398,2,1191398
1995,1192733,2,1192733
1995,1193543,2,1193543
1995,1195800,2,225166
1995,1196704,2,938840
1995,1197121,2,1003848
1995,1211700,2,1211700
1995,1213777,2,1213777
1995,1216291,2,1216291
1995,1216321,2,1216321
1995,1217485,2,1217485
1995,1217542,2,1217542
1995,1218165,2,1218165
1995,1218576,2,1218576
1995,1221491,2,1221491
1995,1224803,2,1224803
1995,1229228,2,1229228
1995,1254190,2,675332
1995,1355677,2,178020
1995,1356683,2,1356683
1995,1362303,2,1362303
1995,1382226,2,413208
1995,1383474,2,995151
1995,1384181,2,899343
1995,1385722,2,990325
1995,1386251,2,1386251
1995,1390342,2,1390342
1995,1391415,2,1391415
1995,1399916,2,1399916
1995,1400540,2,1400540
1995,1401631,2,1401631
1995,1402414,2,1402414
1995,1404968,2,1404968
1995,1407521,2,1407521
1995,1426362,2,259518
1995,1426540,2,256722
1995,1435328,2,1435328
1995,1437564,2,651411
1995,1439214,2,1439214
1995,1441178,2,31415
1995,1445710,2,1445710
1995,1447639,2,1447639
1995,1466050,2,1466050
1995,1476349,2,1476349
1995,1479470,2,1479470
1995,1486487,2,1486487
1995,1494240,2,1494240
1995,1496020,2,1496020
1995,1639564,2,704036
1995,1752904,2,704036
1995,1829655,2,1829655
1995,1832105,2,436711
1995,1851030,2,1851030
1995,1857087,2,1857087
1995,1864197,2,1864197
1995,1864683,2,1864683
1995,1864722,2,365325
1995,1864937,2,1864937
1995,1872204,2,1872204
1995,1887516,2,1887516
1995,1890374,2,1890374
1995,1897579,2,287904
1995,1901243,2,1901243
1995,1917301,2,1917301
1995,1934308,2,573232
1995,1936320,2,1936320
1995,1940532,2,511739
1995,1945247,2,1945247
1995,1950308,2,940311
1995,1954294,2,1954294
1995,1966578,2,501105
1995,1967342,2,995151
1995,1972298,2,1972298
1995,1984899,2,178020
1995,1988329,2,946948
1995,1999138,2,1369263
1995,2007236,2,35301
1995,2021812,2,760331
1995,2023218,2,285544
1995,2026871,2,913940
1995,2032528,2,815370
1995,2039433,2,633640
1995,2043690,2,779351
1995,2044820,2,2044820
1995,2049366,2,96012
1995,2051163,2,2051163
1995,2051583,2,1003848
1995,2119773,2,2119773
1995,2142155,2,2142155
1995,2142959,2,480228
1995,2146667,2,1011526
1995,2164670,2,1007846
1995,2166320,2,509512
1995,2189114,2,47920
1995,2192561,2,1003848
1995,2203823,2,501105
1995,2214744,2,2214744
1995,2239288,2,2239288
1995,2254982,2,968436
1995,2281894,2,704036
1995,2286312,2,735405
1995,2294924,2,876634
1995,2305259,2,735405
1995,2309154,2,35244
1995,2312994,2,25759
1995,2330514,2,501105
1995,2333412,2,2333412
1995,2338725,2,541101
1995,2356925,2,940311
1995,9.900e+09,2,697763
1995,,2,642969
1995,,2,642969
1995,41,3,432432
1995,45,3,230731
1995,53,3,190732
1995,54,3,672537
1995,57,3,594134
1995,77,3,194936
1995,91,3,28349
1995,100,3,105549
1995,104,3,307240
1995,108,3,649548
1995,114,3,375669
1995,130,3,220938
1995,145,3,342139
1995,146,3,224338
1995,153,3,1005637
1995,161,3,428435
1995,163,3,281733
1995,173,3,709031
1995,182,3,454434
1995,184,3,569132
1995,219,3,764843
1995,222,3,697848
1995,232,3,185448
1995,236,3,867940
1995,245,3,102342
1995,251,3,943143
1995,258,3,317342
1995,267,3,683814
1995,295,3,353416
1995,295,3,353416
1995,306,3,860334
1995,309,3,670935
1995,312,3,78335
1995,313,3,893538
1995,327,3,579636
1995,340,3,870539
1995,388,3,619813
1995,388,3,619813
1995,402,3,534756
1995,405,3,87551
1995,413,3,360852
1995,416,3,3953
1995,416,3,3953
1995,436,3,124513
1995,440,3,18313
1995,445,3,866121
1995,463,3,528616
1995,488,3,353751
1995,518,3,915270
1995,552,3,375708
1995,614,3,516305
1995,622,3,661308
1995,622,3,661308
1995,667,3,919018
1995,679,3,83311
1995,680,3,272218
1995,686,3,881012
1995,698,3,59316
1995,734,3,373115
1995,741,3,978417
1995,871,3,131333
1995,873,3,395238
1995,895,3,488439
1995,896,3,500434
1995,899,3,663638
1995,902,3,325534
1995,903,3,397531
1995,908,3,710532
1995,912,3,718930
1995,921,3,546731
1995,922,3,970233
1995,932,3,784944
1995,940,3,420149
1995,942,3,278845
1995,1001,3,49344
1995,1006,3,84345
1995,1011,3,951148
1995,1039,3,219343
1995,1060,3,671558
1995,1060,3,671558
1995,1063,3,940955
1995,1067,3,534653
1995,1069,3,464358
1995,1071,3,598954
1995,1078,3,419152
1995,1081,3,543253
1995,1087,3,313054
1995,1089,3,901844
1995,1089,3,901844
1995,1135,3,210555
1995,1150,3,55653
1995,1165,3,918150
1995,1190,3,520656
1995,1194,3,919652
1995,1217,3,405061
1995,1221,3,373469
1995,1229,3,979861
1995,1254,3,998778
1995,1281,3,58971
1995,1296,3,325141
1995,1304,3,224561
1995,1364,3,525156
1995,1367,3,849151
1995,1375,3,140232
1995,1376,3,357937
1995,1382,3,731256
1995,1383,3,145750
1995,1390,3,987053
1995,1414,3,303550
1995,1418,3,393355
1995,1421,3,380841
1995,1423,3,559759
1995,1431,3,335355
1995,1439,3,547251
1995,1464,3,941804
1995,1485,3,483733
1995,1492,3,968351
1995,1493,3,989253
1995,1500,3,6972
1995,1509,3,427447
1995,1510,3,966740
1995,1515,3,589448
1995,1518,3,774954
1995,1521,3,443643
1995,1531,3,196341
1995,1536,3,479268
1995,1607,3,10250
1995,1609,3,222156
1995,1612,3,887854
1995,1623,3,566458
1995,1625,3,718051
1995,1643,3,704755
1995,1650,3,417149
1995,1652,3,872551
1995,1653,3,805951
1995,1654,3,882952
1995,1655,3,880855
1995,1660,3,282226
1995,1680,3,105259
1995,1685,3,343556
1995,1696,3,901938
1995,1700,3,999935
1995,1709,3,115557
1995,1711,3,63733
1995,1715,3,869663
1995,1715,3,869663
1995,1735,3,434539
1995,1739,3,555238
1995,1743,3,350938
1995,1745,3,291732
1995,1748,3,103442
1995,1749,3,35244
1995,1768,3,936462
1995,1769,3,658559
1995,1773,3,105950
1995,1780,3,956956
1995,1781,3,232847
1995,1783,3,569730
1995,1785,3,287445
1995,1786,3,380533
1995,1787,3,679648
1995,1790,3,330631
1995,1801,3,17549
1995,1808,3,851631
1995,1813,3,387336
1995,1833,3,345747
1995,1837,3,948643
1995,1847,3,443148
1995,1874,3,246657
1995,1884,3,68345
1995,1895,3,891226
1995,1899,3,822529
1995,1904,3,798857
1995,1909,3,371353
1995,1913,3,152253
1995,1914,3,310053
1995,1919,3,81054
1995,1924,3,959256
1995,1925,3,33651
1995,1928,3,714558
1995,1931,3,165758
1995,1933,3,875655
1995,1961,3,702854
1995,2017,3,580726
1995,2026,3,221328
1995,2033,3,541923
1995,2036,3,348720
1995,2039,3,684325
1995,2072,3,555724
1995,2289,3,548829
1995,2290,3,457220
1995,2300,3,940021
1995,2312,3,287856
1995,2315,3,470452
1995,2326,3,262059
1995,2345,3,593865
1995,2350,3,962014
1995,2359,3,857811
1995,2407,3,759054
1995,2413,3,256964
1995,2429,3,619327
1995,2467,3,149150
1995,2476,3,663647
1995,2477,3,588245
1995,2487,3,830047
1995,2679,3,188412
1995,3076,3,122854
1995,3089,3,202251
1995,3100,3,29850
1995,3133,3,871956
1995,3185,3,667355
1995,3196,3,391155
1995,3230,3,333856
1995,3261,3,89555
1995,3272,3,972956
1995,3326,3,365455
1995,3353,3,110066
1995,3375,3,965266
1995,3403,3,647562
1995,3440,3,783161
1995,3514,3,804963
1995,3698,3,416339
1995,3780,3,619644
1995,3788,3,824747
1995,3825,3,334442
1995,4049,3,315656
1995,4119,3,813657
1995,4126,3,83357
1995,4127,3,818353
1995,4219,3,351850
1995,4294,3,330734
1995,4399,3,232548
1995,4516,3,378549
1995,4526,3,953843
1995,4532,3,497646
1995,4554,3,679956
1995,4580,3,696850
1995,4585,3,748450
1995,4601,3,961651
1995,4605,3,718958
1995,4705,3,1009354
1995,4710,3,13859
1995,4738,3,332055
1995,4783,3,547653
1995,4789,3,65858
1995,4950,3,205337
1995,5019,3,822042
1995,5037,3,80141
1995,5047,3,953245
1995,5099,3,103554
1995,5216,3,716655
1995,5287,3,41647
1995,5523,3,582766
1995,5599,3,602235
1995,5602,3,467733
1995,5606,3,415033
1995,5634,3,126049
1995,5636,3,400945
1995,5649,3,30810
1995,5663,3,138930
1995,5663,3,138930
1995,5672,3,92630
1995,5673,3,701839
1995,5684,3,535838
1995,5708,3,428033
1995,5713,3,512839
1995,5722,3,667346
1995,5730,3,362940
1995,5738,3,582234
1995,5742,3,305835
1995,5744,3,595430
1995,5749,3,556936
1995,5766,3,623445
1995,5773,3,716347
1995,5780,3,124942
1995,5782,3,240141
1995,5796,3,645540
1995,5810,3,257840
1995,5823,3,465542
1995,5826,3,981752
1995,5826,3,981752
1995,5827,3,251053
